Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,anomaly_label,anomaly_score,cluster,pred_cluster,Alert_Type
443,10529063,7,5,390,3080,240,0,55.7142857143,92.997695824,1563,0,616.0,818.5239764356,329.5639887424,1.1397025547,957187.545454545,3113545.89696171,10344633,32,10529063,1754843.83333333,4208228.50005702,10344633,53,109839,27459.75,29916.4264507533,55501,217,0,0,0,0,152,112,0.6648264903,0.4748760645,0,1563,266.9230769231,557.1207920398,310383.576923077,0,0,0,1,0,0,0,0,0,289.1666666667,55.7142857143,616.0,152,0,0,0,0,0,0,7,390,5,3080,8192,110,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.18036151135976342,,,
53,129284,4,4,160,404,40,40,40.0,0.0,101,101,101.0,0.0,4362.4887843817,61.8792735373,18469.1428571429,36675.2231596418,97263,0,128905,42968.3333333333,74381.7711024236,128857,0,97645,32548.3333333333,56331.2042329412,97594,3,0,0,0,0,104,80,30.9396367687,30.9396367687,40,101,67.1111111111,32.1498228784,1033.6111111111,0,0,0,0,0,0,0,0,1,75.5,40.0,101.0,104,0,0,0,0,0,0,4,160,4,404,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.214311642171161,,,
20187,8049135,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,173.8074961,0.745421713,1609827.0,3596889.867,8044139,299,0,0.0,0.0,0,0,8048836,2012209.0,4021286.751,8044139,984,1,0,0,0,20,112,0.124236952,0.621184761,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,4996.0,0.0,4996,4996,8044139.0,0.0,8044139,8044139,BENIGN,1,0.01293899467810311,,,
443,4050973,7,6,836,2199,528,0,119.4285714286,199.4875577932,1626,0,366.5,637.5100783517,749.2027224077,3.2091055655,337581.083333333,1118703.26346903,3889246,4,4050973,675162.166666667,1574793.9016329,3889246,136,110882,22176.4,26518.1832201982,51092,4,0,0,0,0,152,132,1.7279799199,1.4811256456,0,1626,216.7857142857,440.1659090304,193746.027472528,0,0,0,1,0,0,0,0,0,233.4615384615,119.4285714286,366.5,152,0,0,0,0,0,0,7,836,6,2199,8192,114,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.1923324118263564,,,
36316,267,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,116104.868913858,11235.9550561798,133.5,120.9152595829,219,48,267,133.5,120.9152595829,219,48,0,0.0,0.0,0,0,0,0,0,0,96,0,11235.9550561798,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,96,0,0,0,0,0,0,3,31,0,0,59,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22041105688498813,,,
53728,226,2,1,37,6,37,0,18.5,26.1629509039,6,6,6.0,0.0,190265.486725664,13274.3362831858,113.0,63.6396103068,158,68,226,226.0,0.0,226,226,0,0.0,0.0,0,0,1,0,0,0,64,20,8849.5575221239,4424.778761062,0,37,20.0,19.7821468333,391.3333333333,0,1,0,0,1,0,0,0,0,26.6666666667,18.5,6.0,64,0,0,0,0,0,0,2,37,1,6,120,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.1865782620961116,,,
23922,8087040,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,4.451566952,0.741927825,1617408.0,3596375.038,8050769,2,0,0.0,0.0,0,0,8077788,2019447.0,4020901.495,8050769,2,0,0,0,0,20,100,0.123654638,0.618273188,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,36271.0,0.0,36271,36271,8050769.0,0.0,8050769,8050769,BENIGN,1,0.14671033767118713,,,
53,358,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,1117318.43575419,11173.1843575419,119.3333333333,200.6298415823,351,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,5586.592178771,5586.592178771,36,164,87.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.21825040176149635,,,
53,125103,1,1,52,160,52,52,52.0,0.0,160,160,160.0,0.0,1694.603647,15.98682685,125103.0,0.0,125103,125103,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,7.993413427,7.993413427,52,160,88.0,62.35382907,3888.0,0,0,0,0,0,0,0,0,1,132.0,52.0,160.0,20,0,0,0,0,0,0,1,52,1,160,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2160021730024928,,,
443,21,2,0,31,0,31,0,15.5,21.9203102168,0,0,0.0,0.0,1476190.47619048,95238.0952380952,21.0,0.0,21,21,21,21.0,0.0,21,21,0,0.0,0.0,0,0,1,0,0,0,64,0,95238.0952380952,0.0,0,31,20.6666666667,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,46336,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.18046132544948212,,,
53,54118,2,2,66,222,33,33,33.0,0.0,111,111,111.0,0.0,5321.7044236668,73.9125614398,18039.3333333333,31201.7483537915,54068,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,64,80,36.9562807199,36.9562807199,33,111,64.2,42.7223594854,1825.2,0,0,0,0,0,0,0,0,1,80.25,33.0,111.0,64,0,0,0,0,0,0,2,66,2,222,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22721351303784648,,,
53,50735,2,2,92,200,46,46,46.0,0.0,100,100,100.0,0.0,5755.3956834532,78.8410367596,16911.6666666667,29286.669754913,50729,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,39.4205183798,39.4205183798,46,100,67.6,29.5770181053,874.8,0,0,0,0,0,0,0,0,1,84.5,46.0,100.0,40,0,0,0,0,0,0,2,92,2,200,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.23187280521714787,,,
53,76655,2,2,74,262,37,37,37.0,0.0,131,131,131.0,0.0,4383.2757158698,52.1818537604,25551.6666666667,44250.7227097291,76648,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,26.0909268802,26.0909268802,37,131,74.6,51.4859204055,2650.8,0,0,0,0,0,0,0,0,1,93.25,37.0,131.0,40,0,0,0,0,0,0,2,74,2,262,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.228162469975337,,,
53,15146542,3,3,146,363,54,43,48.6666666667,5.5075705473,156,94,121.0,31.7647603485,33.6050301118,0.396130021,3029308.4,5796331.72647346,13326263,30625,15115917,7557958.5,8291370.774527,13420843,1695074,15051962,7525981.0,8288967.31857775,13387166,1664796,0,0,0,0,60,96,0.1980650105,0.1980650105,43,156,79.7142857143,42.8707914775,1837.9047619048,0,0,0,0,0,0,0,0,1,93.0,48.6666666667,121.0,60,0,0,0,0,0,0,3,146,3,363,-1,-1,2,20,94580.0,0.0,94580,94580,13326263.0,0.0,13326263,13326263,BENIGN,1,0.1352328910056152,,,
443,506285,14,9,1435,5823,1077,0,102.5,284.4029508664,1448,0,647.0,645.8105372321,14335.7990064884,45.428957998,23012.9545454545,42550.0669458119,134557,1,506285,38945.0,50592.255179688,134557,1,410393,51299.125,80569.4727999871,221773,2,0,0,0,0,460,296,27.6524092162,17.7765487818,0,1448,302.4166666667,515.3177083894,265552.34057971,0,0,0,1,0,0,0,0,0,315.5652173913,102.5,647.0,460,0,0,0,0,0,0,14,1435,9,5823,65535,70,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.1707218653432887,,,
53,244,2,2,58,122,29,29,29.0,0.0,61,61,61.0,0.0,737704.918032787,16393.4426229508,81.3333333333,101.204413606,195,1,48,48.0,0.0,48,48,1,1.0,0.0,1,1,0,0,0,0,64,64,8196.7213114754,8196.7213114754,29,61,41.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,52.25,29.0,61.0,64,0,0,0,0,0,0,2,58,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22278220255275927,,,
53,192,2,2,68,132,34,34,34.0,0.0,66,66,66.0,0.0,1041666.66666667,20833.3333333333,64.0,105.6550992617,186,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10416.6666666667,10416.6666666667,34,66,46.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,58.5,34.0,66.0,40,0,0,0,0,0,0,2,68,2,132,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22961274705002943,,,
443,277560,6,5,352,3782,208,0,58.6666666667,87.8604954838,2042,0,756.4,937.5194931307,14894.0769563338,39.6310707595,27756.0,40330.0005758052,85958,39,277560,55512.0,42918.2203848202,87872,39,192020,48005.0,54688.1563838704,103892,193,0,0,0,0,132,112,21.616947687,18.0141230725,0,2042,344.5,674.9788548877,455596.454545455,0,0,0,1,0,0,0,0,0,375.8181818182,58.6666666667,756.4,132,0,0,0,0,0,0,6,352,5,3782,8192,60,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.1917743910854403,,,
443,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.19526029843303905,,,
53,77249,1,1,40,56,40,40,40.0,0.0,56,56,56.0,0.0,1242.7345337804,25.8903027871,77249.0,0.0,77249,77249,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12.9451513935,12.9451513935,40,56,45.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,68.0,40.0,56.0,20,0,0,0,0,0,0,1,40,1,56,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.23031523841794388,,,
53,30503,1,1,42,115,42,42,42.0,0.0,115,115,115.0,0.0,5147.0347178966,65.5673212471,30503.0,0.0,30503,30503,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.7836606235,32.7836606235,42,115,66.3333333333,42.1465696508,1776.3333333333,0,0,0,0,0,0,0,0,1,99.5,42.0,115.0,20,0,0,0,0,0,0,1,42,1,115,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22985835816582567,,,
53,131,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,1221374.046,30534.35115,43.66666667,70.43673284,125,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,15267.17557,15267.17557,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22989478659047685,,,
53,30969,1,1,56,84,56,56,56.0,0.0,84,84,84.0,0.0,4520.64968194,64.580709742,30969.0,0.0,30969,30969,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.290354871,32.290354871,56,84,65.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,98.0,56.0,84.0,32,0,0,0,0,0,0,1,56,1,84,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22414443427750946,,,
53,86382,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,1458.6372160867,23.1529716839,86382.0,0.0,86382,86382,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11.576485842,11.576485842,47,79,57.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,20,0,0,0,0,0,0,1,47,1,79,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22800110654203348,,,
53,89349,1,1,49,148,49,49,49.0,0.0,148,148,148.0,0.0,2204.8372113846,22.3841341257,89349.0,0.0,89349,89349,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11.1920670629,11.1920670629,49,148,82.0,57.1576766498,3267.0,0,0,0,0,0,0,0,0,1,123.0,49.0,148.0,32,0,0,0,0,0,0,1,49,1,148,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.21824105144954414,,,
443,2311330,9,8,1687,3423,1337,0,187.4444444444,437.7411081653,1448,0,427.875,627.834472612,2210.848299464,7.3550726205,144458.125,497457.043621641,1999909,3,311418,38927.25,70014.7938341809,208262,232,2294818,327831.142857143,741824.959591418,1999933,3,0,0,0,0,296,264,3.8938619756,3.461210645,0,1448,283.8888888889,521.4422182065,271901.986928105,0,0,0,1,0,0,0,0,0,300.5882352941,187.4444444444,427.875,296,0,0,0,0,0,0,9,1687,8,3423,29200,264,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.16591377512630007,,,
80,115512411,24,24,470,18635,470,0,19.5833333333,95.938348259,4254,0,776.4583333333,1028.821443889,165.3934831297,0.4155397639,2457710.87234043,4278517.55830031,10022579,10,115512411,5022278.73913043,5016723.83748346,10060003,10,110610924,4809170.60869565,5128353.33907131,10060089,48,0,0,0,0,776,776,0.207769882,0.207769882,0,4254,389.8979591837,811.1988618936,658043.593537415,0,0,0,1,0,0,0,0,1,398.0208333333,19.5833333333,776.4583333333,776,0,0,0,0,0,0,24,470,24,18635,29200,340,1,32,45175.9090909091,25652.47845513,122521,37407,10010358.7272727,5882.4037959139,10022579,9996347,BENIGN,1,0.07301372558966185,,,
80,48948,5,3,1292,524,1292,0,258.4,577.7999653859,524,0,174.6666666667,302.5315410554,37100.5965514423,163.4387513279,6992.5714285714,11367.2359562787,23758,43,48948,12237.0,13804.8682958827,24832,233,25064,12532.0,16266.2843944153,24034,1030,0,0,0,0,172,104,102.14921958,61.289531748,0,1292,201.7777777778,444.0455432098,197176.444444444,0,0,0,1,0,0,0,0,0,227.0,258.4,174.6666666667,172,0,0,0,0,0,0,5,1292,3,524,65535,62,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.1734886804087073,,,
53,91868,1,1,51,128,51,51,51.0,0.0,128,128,128.0,0.0,1948.4477728915,21.7703661776,91868.0,0.0,91868,91868,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.8851830888,10.8851830888,51,128,76.6666666667,44.4559707276,1976.3333333333,0,0,0,0,0,0,0,0,1,115.0,51.0,128.0,32,0,0,0,0,0,0,1,51,1,128,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22034815310386968,,,
53,175343,4,2,196,328,49,49,49.0,0.0,164,164,164.0,0.0,2988.4283946322,34.2186457401,35068.6,62598.1262163653,144466,3,144474,48158.0,83405.1745876717,144466,4,3,3.0,0.0,3,3,0,0,0,0,104,64,22.8124304934,11.4062152467,49,164,81.8571428571,56.1142541945,3148.8095238095,0,0,0,0,0,0,0,0,0,95.5,49.0,164.0,104,0,0,0,0,0,0,4,196,2,328,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.20417542363515206,,,
53,136,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1411764.70588235,29411.7647058824,45.3333333333,73.3234841871,130,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,14705.8823529412,14705.8823529412,40,56,46.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22493547765133104,,,
53,245,2,2,112,368,56,56,56.0,0.0,184,184,184.0,0.0,1959183.673,16326.53061,81.66666667,99.85155649,194,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,8163.265306,8163.265306,56,184,107.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,134.0,56.0,184.0,64,0,0,0,0,0,0,2,112,2,368,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.20509021320366744,,,
63352,30894,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,97.1062342202,15447.0,21788.7883554823,30854,40,30894,30894.0,0.0,30894,30894,0,0.0,0.0,0,0,0,0,0,0,76,32,64.7374894802,32.3687447401,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,76,0,0,0,0,0,0,2,0,1,0,128,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.19802343339180978,,,
35120,50,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20000.0,20000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,357,601,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.20448998783897115,,,
80,64,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,187500.0,31250.0,64.0,0.0,64,64,64,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0,0,0,40,0,31250.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22934393931530894,,,
39988,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,60,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.17520907758420656,,,
53,33063,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,6291.020173608,120.9811571848,11021.0,19083.7357977939,33057,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,80,80,60.4905785924,60.4905785924,36,68,48.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,80,0,0,0,0,0,0,2,72,2,136,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2277005919943848,,,
50295,80,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,150000.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12500.0,12500.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,31088,63563,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.18995561840819453,,,
63599,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,61,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.15482844610675217,,,
33544,82,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24390.243902439,82.0,0.0,82,82,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12195.1219512195,12195.1219512195,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,254,2161,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.20414445667438819,,,
53,24761,2,2,78,110,39,39,39.0,0.0,55,55,55.0,0.0,7592.5851136869,161.544364121,8253.6666666667,14251.6204809605,24710,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,64,80.7721820605,80.7721820605,39,55,45.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,56.75,39.0,55.0,64,0,0,0,0,0,0,2,78,2,110,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.23082974684014645,,,
53,31192,1,1,53,128,53,53,53.0,0.0,128,128,128.0,0.0,5802.7699410105,64.119004873,31192.0,0.0,31192,31192,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.0595024365,32.0595024365,53,128,78.0,43.3012701892,1875.0,0,0,0,0,0,0,0,0,1,117.0,53.0,128.0,20,0,0,0,0,0,0,1,53,1,128,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22326353024391699,,,
80,116708936,19,16,1624,858,628,0,85.4736842105,192.4541412681,286,0,53.625,114.3094484284,21.2665806498,0.2998913468,3432615.76470588,4700045.91945059,10089893,109,116708936,6483829.77777778,4740891.80228397,10133715,43984,111406875,7427125.0,4509020.91832872,10133666,513,0,0,0,0,392,464,0.1627981597,0.1370931871,0,628,68.9444444444,158.2397718553,25039.8253968254,0,0,0,1,0,0,0,0,0,70.9142857143,85.4736842105,53.625,392,0,0,0,0,0,0,19,1624,16,858,8192,1025,18,20,121017.363636364,256414.802400046,894137,43555,10006897.0,28137.0510288481,10089893,9981374,BENIGN,1,0.10994918437512124,,,
53,23821,2,2,78,110,39,39,39.0,0.0,55,55,55.0,0.0,7892.1959615465,167.9190630116,7940.3333333333,13747.8646099434,23815,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,83.9595315058,83.9595315058,39,55,45.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,56.75,39.0,55.0,64,0,0,0,0,0,0,2,78,2,110,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.23082974684014645,,,
53,178,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1247191.01123596,22471.9101123596,59.3333333333,101.0362971082,176,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,11235.9550561798,11235.9550561798,32,79,50.8,25.7429602027,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2241164646384568,,,
53,187,2,2,78,160,39,39,39.0,0.0,80,80,80.0,0.0,1272727.27272727,21390.3743315508,62.3333333333,102.7683479158,181,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10695.1871657754,10695.1871657754,39,80,55.4,22.4566248577,504.3,0,0,0,0,0,0,0,0,1,69.25,39.0,80.0,64,0,0,0,0,0,0,2,78,2,160,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22773309454044838,,,
47694,1388,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1440.9221902017,1388.0,0.0,1388,1388,1388,1388.0,0.0,1388,1388,0,0.0,0.0,0,0,0,0,0,0,64,0,1440.9221902017,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,134,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22278273337348353,,,
443,115933071,23,18,763,4753,383,0,33.1739130435,91.3413439069,2836,0,264.0555555556,686.636085841,47.579176092,0.3536523241,2898326.775,4494804.53123064,10019482,3,115933071,5269685.04545455,4979202.38453637,10056003,3,111283306,6546076.82352941,4887892.34236482,10055905,181,0,0,0,0,744,584,0.1983903282,0.1552619959,0,2836,131.3333333333,462.0859209865,213523.398373984,0,0,0,1,0,0,0,0,0,134.5365853659,33.1739130435,264.0555555556,744,0,0,0,0,0,0,23,763,18,4753,29200,357,4,32,105729.909090909,229819.584384558,798662,36269,10010919.9090909,5339.3695593122,10019482,9996500,BENIGN,1,0.1051883280983813,,,
53,60361,2,2,72,206,36,36,36.0,0.0,103,103,103.0,0.0,4605.622836,66.26795447,20120.33333,34843.37742,60354,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,33.13397724,33.13397724,36,103,62.8,36.69741135,1346.7,0,0,0,0,0,0,0,0,1,78.5,36.0,103.0,40,0,0,0,0,0,0,2,72,2,206,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2327628312607281,,,
58408,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.666666667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,7535,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.1953024766741543,,,
53,60912,2,2,62,254,31,31,31.0,0.0,127,127,127.0,0.0,5187.8119254006,65.6685053848,20304.0,35161.497422607,60905,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,32.8342526924,32.8342526924,31,127,69.4,52.5813655205,2764.8,0,0,0,0,0,0,0,0,1,86.75,31.0,127.0,40,0,0,0,0,0,0,2,62,2,254,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.23038526812617588,,,
